"","Q7","Q10","Q11","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q28","Q29","Q30","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q42","Q43","Q44","Q45","Q47","Q49","Q50","Q51","Q52","Q53","Q54","Q56","Q57","Q58","Q59","Q61","Q62","Q63","Q64","Q65","Q66","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81","Q82"
"780",2,3,4,3,5,3,2,5,5,1,2,5,3,3,4,3,5,4,3,5,2,4,5,5,5,4,5,3,5,2,3,5,4,4,4,5,5,4,4,4,5,2,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",3,3,4,5,3,4,3,5,5,4,4,5,1,1,4,4,3,5,4,5,4,4,5,5,3,4,4,4,5,1,1,1,3,2,5,5,4,4,5,1,5,5,2,1,4,5,1,4,4,5,2,4,4,5,4,5,3,5,3,5
"782",4,4,5,4,5,5,5,4,5,4,4,5,2,3,5,4,5,4,3,5,5,5,5,5,4,5,4,5,3,3,2,4,3,4,4,4,5,2,4,4,3,1,5,3,4,4,2,4,3,5,3,4,3,4,4,3,3,3,3,4
"783",1,1,1,2,2,3,1,1,3,1,1,4,2,3,3,3,1,3,5,2,2,2,3,3,3,1,1,3,4,1,2,1,4,2,5,2,2,4,4,4,5,4,1,3,1,4,3,4,1,3,1,3,3,2,4,3,1,4,3,2
"784",4,1,2,1,2,1,1,1,5,1,1,2,1,1,1,1,1,3,1,3,1,4,5,2,1,1,1,4,2,1,1,1,2,3,1,1,1,1,2,1,2,1,1,1,1,2,1,4,1,2,1,2,2,2,2,2,1,3,1,4
"785",3,1,3,1,3,1,1,4,3,1,2,4,1,1,2,3,2,1,3,3,2,3,2,5,3,3,2,2,1,3,1,1,3,3,1,3,3,1,2,1,3,3,2,1,1,4,2,4,3,4,4,4,2,1,3,4,2,4,2,2
"786",1,2,1,1,3,2,3,2,1,1,2,2,1,2,3,1,1,2,2,1,2,2,1,4,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,4,2,3,1,1,4,1,3,3,3,1,1,2,1,3,1,3,2,1,1
"787",3,3,2,1,1,3,1,1,4,1,1,1,1,1,3,1,1,1,1,3,1,3,1,3,1,3,2,1,2,1,3,1,1,1,1,3,1,1,1,1,3,1,3,1,1,1,1,3,3,1,1,3,3,1,3,4,1,3,2,1
"788",1,1,2,1,2,2,3,1,2,2,1,1,1,1,1,2,1,3,3,2,2,2,2,2,3,1,1,2,3,1,1,1,1,1,2,3,1,2,2,2,3,3,2,1,1,2,1,2,2,2,1,1,1,1,2,2,3,2,1,1
"789",1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,1,2,1,4,2,1,2,4,5,2,4,2,1,2,1,2,1,2,2,1,2,2,2,2,2,3,1,1,2,2,1,2,4,1,2,1,2,3,1,2,2,1,3,2,2
"790",4,4,5,3,3,5,2,5,5,2,3,5,3,2,2,4,3,3,4,5,5,4,5,4,5,4,4,4,5,1,2,1,4,1,3,4,2,3,5,4,5,3,2,4,1,3,2,5,3,4,4,5,5,5,4,5,4,5,2,4
"791",5,2,3,2,3,1,1,4,2,1,1,4,1,3,1,1,1,3,1,2,3,2,3,2,3,2,2,2,1,1,3,4,1,2,3,2,3,1,2,3,1,2,2,3,1,3,1,3,2,4,1,2,3,2,4,3,1,4,2,3
"792",1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,2,1,3,3,1,3,1,2
"793",3,2,4,4,3,3,3,2,3,3,2,4,3,4,4,3,4,3,4,4,4,4,3,1,3,4,4,4,3,2,3,1,3,4,3,3,4,4,3,4,3,3,4,4,4,4,3,3,2,2,3,3,4,4,4,4,2,3,2,3
"794",4,1,4,3,4,2,5,5,1,5,1,5,1,3,5,1,1,3,5,5,1,5,3,2,2,3,2,4,5,4,3,2,1,2,2,3,2,1,3,2,4,5,2,3,1,4,1,3,1,4,1,3,5,5,3,2,1,3,1,3
"795",5,3,3,3,5,4,5,4,5,3,4,5,5,5,4,5,2,3,5,5,3,5,5,5,2,4,4,4,1,1,5,1,5,3,4,5,5,1,2,5,1,5,4,1,1,5,3,5,4,5,4,4,3,5,5,4,4,4,3,5
"796",4,2,3,3,2,4,1,4,5,1,3,4,1,3,4,2,1,4,3,5,4,4,5,4,4,3,2,4,3,2,2,4,4,1,4,5,4,4,3,1,4,3,3,3,1,4,3,4,4,4,3,4,5,4,3,5,4,4,4,4
"797",2,1,1,1,2,2,1,1,3,2,1,3,1,2,1,2,1,2,2,4,1,2,2,3,1,2,2,3,1,1,2,1,3,1,1,4,1,1,1,1,2,1,1,1,1,1,1,3,1,4,1,1,3,1,1,1,1,3,1,2
"798",2,1,1,2,4,1,4,1,4,3,4,4,1,1,4,1,2,3,2,4,3,4,3,4,3,2,1,4,3,2,2,4,2,1,1,3,4,3,4,3,4,2,3,2,2,3,2,3,2,3,1,3,4,2,3,2,3,4,1,4
"799",1,1,2,1,1,1,1,2,4,1,2,4,1,1,1,1,1,3,1,2,1,2,3,3,2,1,1,1,1,1,2,1,3,1,1,3,2,1,1,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",3,2,2,3,3,1,1,2,4,1,2,4,3,1,3,2,4,1,1,3,3,4,3,2,3,3,3,2,2,1,3,1,2,3,1,3,3,3,2,3,2,1,3,1,3,3,2,2,2,3,1,1,4,2,4,2,1,3,2,1
"801",2,2,2,3,5,1,1,1,5,3,1,5,3,3,5,4,3,4,2,5,4,4,3,4,1,1,2,5,2,1,1,3,4,3,3,5,5,4,3,2,4,1,4,3,1,5,4,3,5,5,3,4,4,3,5,4,5,5,3,2
"802",5,1,4,2,4,2,3,2,5,4,2,2,1,4,2,2,3,2,3,4,4,3,3,3,1,4,1,3,4,2,3,4,5,2,2,2,2,1,3,3,3,2,3,3,3,5,1,2,1,3,1,2,4,3,3,3,2,3,1,2
"803",3,1,3,2,2,3,2,3,1,1,2,3,2,3,2,3,2,3,2,2,2,3,2,1,2,2,2,2,1,1,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,2
"804",4,5,5,5,5,5,5,5,5,3,3,5,3,4,5,4,5,3,5,5,4,5,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,3,5,5,5,5,5,5,3,5,4,5,4,5,2,4,5,5,5,4,3,5,3,3
"805",1,1,4,3,4,1,1,3,1,2,1,3,3,1,3,2,4,2,3,4,4,4,3,2,2,3,2,3,3,1,3,3,1,2,4,4,3,3,1,1,2,2,3,3,2,5,3,3,2,1,3,3,3,2,2,4,2,4,2,1
"806",3,1,3,1,3,2,1,3,3,1,1,4,2,4,3,2,1,3,3,4,2,2,3,3,2,3,2,3,3,2,3,1,4,2,2,5,3,2,2,2,1,1,2,1,2,3,1,4,2,3,2,3,3,3,3,2,3,3,1,2
"807",5,1,2,4,4,2,3,2,5,4,2,5,2,4,3,4,3,2,4,4,4,5,4,4,3,3,2,3,3,2,4,1,2,2,4,5,3,2,4,3,4,4,3,4,3,3,2,5,5,4,3,3,4,4,4,3,5,4,1,4
"808",5,4,5,2,5,5,4,3,5,2,4,4,3,3,5,3,3,4,2,5,3,4,5,5,5,4,5,5,5,1,3,1,4,3,4,5,5,5,4,5,4,3,4,5,1,5,4,5,4,3,3,4,5,5,4,5,5,4,3,5
"809",3,1,3,1,3,2,1,1,3,2,1,1,1,2,4,1,1,2,3,3,3,1,3,4,2,3,2,3,3,2,4,1,3,1,4,3,2,1,4,1,3,3,2,2,2,5,1,3,3,2,1,4,4,2,4,3,1,4,2,3
"810",3,1,3,1,2,2,1,1,2,1,2,5,1,2,1,1,1,2,4,5,3,3,2,3,1,1,1,1,1,1,1,3,1,2,1,4,1,2,1,2,2,2,3,2,1,5,1,3,1,1,1,1,3,1,3,3,2,2,1,1
"811",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2
"812",4,2,4,3,3,3,2,3,4,3,3,4,3,3,4,3,3,3,4,4,3,3,4,4,4,4,1,1,4,1,3,1,3,2,3,4,3,2,2,3,3,4,4,3,1,3,3,4,3,2,2,4,3,4,4,3,3,3,3,3
"813",2,2,4,5,2,1,4,1,5,2,1,3,5,5,5,2,5,3,2,5,2,2,3,5,2,5,2,3,5,3,4,5,5,3,4,3,3,2,4,3,5,2,3,5,1,5,3,4,1,3,1,4,3,3,5,2,2,5,2,2
"814",1,2,1,2,1,1,1,1,4,1,1,2,1,1,3,3,2,1,2,3,3,2,2,3,1,2,2,1,1,1,1,2,3,2,1,2,1,2,1,1,1,1,1,1,2,1,2,3,2,4,2,3,4,2,4,4,2,4,2,3
"815",3,3,2,1,1,1,2,4,4,1,1,2,2,1,2,3,2,2,4,2,1,2,4,5,3,2,2,2,3,1,2,1,2,2,1,3,2,5,2,1,2,3,1,1,1,4,4,4,4,4,3,4,1,5,5,4,3,4,2,4
"816",1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,3,1,2,1,3,1,3,1,1,1,2,2,1,1,1,5,1,1,4,2,1,1,1,3,3,1,2,1,1,1,2,2,1,2,3,2,2,1,3,2,4,1,1
"817",2,1,1,3,3,2,3,1,2,3,1,3,3,3,2,2,4,2,1,3,2,3,4,4,2,2,4,1,3,1,3,3,4,2,2,2,5,3,1,1,3,2,4,3,3,4,5,5,4,5,1,2,5,4,4,3,5,4,1,2
"818",2,1,2,1,2,2,4,1,5,2,2,4,1,2,2,1,2,2,2,3,2,2,4,4,2,2,2,2,4,2,3,1,2,1,3,2,3,1,2,2,4,2,1,2,2,3,2,4,1,2,1,2,3,4,2,2,3,2,2,1
"819",5,3,5,4,4,5,5,3,5,3,3,4,5,5,5,4,4,3,5,5,5,4,5,5,5,5,3,3,5,2,5,4,5,5,5,5,5,5,5,4,5,5,4,5,3,5,3,4,4,5,3,3,4,5,5,3,3,5,4,3
"820",5,4,3,5,5,3,5,4,5,3,1,5,3,5,5,5,3,4,4,5,5,2,5,5,5,5,3,5,5,4,4,1,5,4,5,4,4,3,1,5,5,5,3,5,3,5,5,4,4,3,3,4,3,5,4,3,5,3,1,5
"821",4,1,1,4,4,2,2,1,5,4,1,4,4,2,2,5,4,3,1,5,5,4,5,2,5,4,1,3,2,1,2,5,1,4,3,3,1,3,1,2,2,2,2,5,2,4,1,2,1,3,1,4,2,4,4,4,2,3,1,3
"822",1,1,2,1,3,1,1,1,3,1,1,5,1,1,3,1,1,3,2,5,3,3,4,5,2,2,2,2,3,1,1,3,2,1,4,4,4,1,4,2,4,3,2,2,1,4,2,1,1,5,1,3,2,4,4,2,5,3,2,1
"823",4,2,3,1,3,2,1,2,3,3,1,4,1,1,1,3,1,2,2,3,3,2,3,2,1,2,2,3,3,2,1,3,2,2,3,2,2,2,2,1,3,2,2,2,2,4,1,3,2,2,2,2,2,5,4,2,2,3,3,2
"824",5,3,4,2,4,3,5,5,5,3,3,4,1,3,3,3,4,3,2,2,3,5,2,3,4,4,4,2,4,2,1,1,3,1,2,4,4,4,3,2,3,3,4,2,4,3,1,2,1,1,1,1,3,4,2,1,1,2,2,2
"825",1,3,1,1,1,1,3,1,3,4,1,3,1,2,1,4,1,2,2,1,1,1,3,4,1,1,2,2,1,3,1,1,3,1,3,3,2,2,2,2,1,3,1,2,1,5,2,2,1,2,1,2,2,1,2,2,1,2,2,2
"826",1,1,1,2,2,2,1,1,4,1,1,3,1,1,4,1,1,3,1,3,1,2,2,1,2,1,1,2,1,1,1,4,1,1,1,2,3,1,1,1,1,1,1,1,1,3,1,4,3,2,1,1,4,3,4,2,3,4,1,3
"827",1,1,1,1,1,1,3,1,1,1,1,1,4,1,NA,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,5,1,5,1,3,1,3,3,1,5,2,1,1
"828",4,3,5,4,5,4,2,5,5,3,3,5,4,4,4,4,3,4,5,5,5,5,5,4,5,4,5,4,5,2,3,5,4,5,4,5,5,4,4,4,5,4,5,5,3,5,4,3,1,2,1,3,4,5,5,3,1,4,4,4
"829",1,1,2,2,3,1,1,1,2,1,1,4,1,2,2,1,1,4,1,4,3,3,1,1,1,2,1,3,1,1,1,3,1,NA,1,4,1,1,1,1,2,1,1,1,2,4,2,2,2,2,1,2,3,1,3,3,2,3,1,3
"830",2,3,2,1,5,1,1,1,5,1,1,4,1,1,2,2,1,2,1,3,3,1,3,4,1,3,1,2,2,1,1,1,4,1,2,2,2,1,1,1,3,1,2,1,1,2,1,3,3,2,2,3,4,2,2,1,2,2,1,3
"831",4,1,4,4,4,1,1,1,4,1,1,3,3,1,2,3,1,1,3,3,1,3,4,4,2,4,3,5,4,1,3,4,3,1,4,3,3,1,3,2,3,4,1,1,2,4,1,3,2,4,2,4,4,4,3,4,2,4,1,4
"832",1,1,2,2,3,1,1,1,1,1,1,4,1,1,2,1,1,3,4,4,2,2,1,2,1,1,2,2,2,1,2,2,1,1,1,1,3,2,3,1,3,1,3,1,1,1,1,3,3,3,1,1,2,2,3,2,3,2,1,2
"833",1,1,3,1,3,1,3,2,4,1,3,2,1,2,2,1,1,1,1,2,2,3,1,3,2,2,1,3,2,1,1,1,2,1,1,3,2,1,3,1,1,3,3,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1
"834",4,1,1,3,3,3,3,1,1,4,1,4,2,3,2,3,3,2,4,4,3,3,5,4,5,3,1,2,5,1,2,4,2,2,4,2,3,4,3,3,4,3,3,4,3,5,4,3,4,5,1,4,4,4,5,3,2,4,2,3
"835",1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,3,3,3,1,3
"836",5,4,5,3,5,4,4,3,5,2,5,5,4,4,5,5,4,5,4,5,4,5,5,4,4,5,4,5,1,2,4,5,1,3,5,5,5,4,4,4,2,4,5,5,2,5,4,5,2,4,4,4,2,5,5,5,2,5,3,4
"837",5,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,4,4,2,5,4,4,2,5,1,5,4,5,4,5,2,5,3,4
"838",1,2,2,2,4,1,2,3,5,2,1,4,1,1,1,1,1,2,3,2,2,2,2,4,1,2,2,2,2,1,1,3,1,1,1,5,4,2,2,1,2,3,2,1,1,5,1,4,1,3,1,1,5,4,4,3,1,4,1,2
"839",2,1,1,1,1,3,1,1,4,1,1,3,1,2,1,1,1,3,1,1,3,3,3,3,1,2,1,1,1,1,2,1,2,1,1,1,1,4,1,2,1,1,1,1,5,3,1,3,1,3,1,3,3,5,3,1,1,4,1,1
"840",3,2,3,2,3,1,4,3,4,1,1,3,3,3,4,2,2,3,4,4,2,3,4,5,2,5,3,3,4,1,3,1,2,2,3,4,3,3,4,2,4,3,3,4,4,4,4,3,1,3,1,3,5,3,4,3,1,4,4,1
"841",1,4,3,5,5,5,4,2,5,2,2,5,1,3,4,4,5,4,1,4,4,5,5,1,3,4,3,4,3,1,4,3,4,4,1,5,5,4,1,3,2,3,5,1,1,5,2,3,4,4,1,5,3,5,4,5,3,3,2,3
"842",5,4,5,4,5,3,4,4,5,2,4,5,3,3,5,3,3,3,4,4,4,5,4,5,5,5,3,4,5,1,4,5,5,5,3,4,5,4,5,5,5,4,5,4,2,5,3,1,1,4,1,1,4,4,4,1,1,4,4,2
"843",2,1,2,1,4,3,2,2,3,1,2,4,1,2,1,2,1,4,2,4,3,3,4,4,3,3,2,3,4,2,3,1,2,1,2,4,4,3,3,1,4,2,3,2,2,4,3,3,3,4,3,3,4,4,4,3,4,3,3,2
"844",3,1,2,2,3,1,1,1,2,1,1,3,1,3,2,1,2,3,3,1,2,2,2,2,1,3,2,2,1,2,3,3,1,1,1,1,3,2,2,2,1,2,2,3,2,4,1,2,1,3,1,1,3,1,2,2,1,2,1,1
"845",1,3,2,3,2,2,1,2,5,1,1,3,1,1,1,1,2,2,2,4,2,4,4,3,2,1,4,4,1,1,3,5,1,3,2,5,2,3,3,2,2,2,2,1,3,4,3,4,2,3,2,4,5,5,4,4,5,4,1,4
"846",3,1,4,2,4,3,4,3,5,3,2,5,2,4,4,4,2,4,5,5,3,4,5,5,3,3,4,3,5,3,4,2,5,3,4,5,4,5,5,3,4,3,4,3,3,5,3,4,1,4,1,1,4,4,4,2,1,4,3,2
"847",3,1,4,4,3,2,4,4,5,2,2,4,1,3,5,2,3,4,3,5,5,4,3,3,1,3,4,4,4,2,2,3,4,3,4,4,3,4,2,3,4,2,4,1,2,3,3,4,3,2,1,4,4,2,3,5,3,5,1,3
"848",1,1,1,2,2,1,1,1,1,2,1,3,1,1,3,1,2,3,3,3,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,2,4,1,2,2,1,1,3,1,1,3,2,3,1,2,1,1,4,1,3,1,1,3,2,1
"849",4,3,5,3,4,3,4,4,5,2,3,4,1,3,3,3,3,3,4,4,3,4,4,3,2,4,3,4,5,2,2,4,3,4,3,4,4,3,4,3,5,2,3,3,3,4,3,3,3,4,1,3,3,3,4,4,3,4,3,2
"850",5,4,5,4,5,4,4,5,5,4,5,5,4,4,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,4,5,5,5,5,5,4,5,4,5,4,5,4,5,4,3,5,2,5,3,4,5,4,3,4,4,5
"851",2,1,2,1,1,1,1,1,3,1,1,2,1,2,3,1,1,3,1,2,1,1,2,3,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,2,2,1,1,1,1
"852",1,3,4,4,4,1,1,5,5,3,3,3,4,4,3,1,3,2,3,3,3,3,4,4,3,3,1,3,4,4,4,5,2,3,4,4,4,2,1,4,4,3,4,3,4,4,1,3,1,4,1,1,3,3,3,2,3,4,1,2
"853",3,3,5,4,5,4,3,3,4,2,1,4,1,2,4,3,3,4,4,4,3,3,4,4,3,2,4,4,3,1,4,4,4,3,5,3,3,3,4,3,4,3,3,4,1,4,1,3,2,5,2,2,4,5,4,1,2,4,3,3
"854",3,1,2,1,5,4,1,1,5,1,1,5,1,1,2,1,1,3,1,5,4,4,3,5,4,1,3,1,4,1,2,3,1,1,1,5,4,1,3,1,3,1,3,2,1,4,1,3,1,4,1,2,4,4,4,2,3,3,1,3
"855",3,2,2,4,3,4,1,1,5,3,1,4,2,3,4,2,2,4,3,4,3,3,5,2,3,3,2,4,4,2,3,3,5,3,3,4,4,3,3,2,3,4,3,2,3,4,1,3,2,4,2,5,4,2,4,3,2,4,3,1
"856",1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,2,1,3,1,4,1,3,3,2,1,1,2,2,3,1,1,1,3,1,3,3,3,2,3,1,2,1,1,1,1,4,1,1,1,2,1,3,2,2,2,4,1,2,1,2
"857",3,3,4,1,3,1,1,3,3,3,1,3,1,1,4,1,1,3,3,4,3,4,4,4,1,3,2,4,3,3,2,3,4,2,4,4,2,2,3,1,4,2,3,2,1,4,1,3,3,4,1,1,3,4,4,1,2,3,1,2
"858",4,1,4,1,4,4,4,3,5,3,3,5,1,4,3,4,1,5,4,5,5,2,4,4,1,4,3,3,1,1,4,3,4,4,2,5,4,2,1,2,1,3,2,3,1,5,1,4,3,4,2,1,4,5,5,1,3,4,1,3
"859",5,2,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,4,4,4,4,5,4,4,3,4,4,4,3,3,1,4,4,4,3,4,4,4,2,4,4,4,4,4,5,3,4,3,3,2,4,4,4,4,4,3,4,3,3
"860",1,1,2,3,3,2,1,4,5,2,1,3,2,2,1,1,1,1,4,4,4,4,3,2,5,3,2,3,5,2,2,1,3,3,3,3,3,3,4,1,3,4,2,3,1,1,1,3,3,2,3,4,3,3,3,4,3,4,1,2
"861",2,2,3,2,5,2,2,1,4,2,3,3,2,2,3,1,2,2,2,5,3,1,5,3,2,3,2,2,5,1,2,1,3,1,2,5,2,2,4,2,5,1,2,3,1,5,2,4,2,4,3,4,1,3,2,4,3,2,2,2
"862",2,1,4,2,3,1,2,3,1,1,1,4,1,2,2,2,2,2,3,2,4,4,3,4,5,4,1,1,3,1,3,4,1,2,3,4,4,1,3,2,3,1,2,2,1,5,2,3,2,3,1,1,4,5,3,3,3,3,1,2
"863",3,2,3,1,3,2,1,1,4,1,1,1,2,2,3,3,2,4,2,4,2,2,2,1,2,3,1,3,3,1,2,1,1,1,1,4,1,2,1,2,3,2,1,2,3,3,2,3,1,2,1,2,3,2,3,3,2,3,1,1
"864",3,5,5,2,4,5,5,5,5,2,2,4,2,2,3,3,3,4,1,4,5,2,5,5,3,5,1,3,3,3,1,1,5,4,3,3,4,5,3,1,4,3,2,3,1,5,1,2,2,4,3,3,2,5,3,4,5,3,1,2
"865",4,1,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,3,2,2,1,1,1,1,3,1,1,1,3,1,1,2,4,1,1,1,3,1,3
"866",1,1,2,2,1,1,2,1,3,1,1,2,1,2,2,1,3,3,1,1,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,3,1,2,1,1,1,2,3,1,3,2,2,2,1,2
"867",3,1,2,3,2,3,2,2,4,3,1,3,1,2,3,2,1,3,3,4,2,3,4,4,3,3,3,3,3,3,1,1,3,1,2,3,3,2,3,1,3,3,2,3,1,3,1,3,3,1,2,4,4,2,3,4,3,2,2,3
"868",2,1,1,1,3,2,2,1,1,1,1,3,1,2,1,1,1,2,1,4,1,2,1,4,1,3,2,1,3,1,1,1,3,1,1,2,1,3,3,1,2,1,1,3,1,2,2,2,1,3,1,1,2,2,1,2,1,3,1,1
"869",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,2,3,1,1,1,1,1
"870",2,5,5,3,4,5,5,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,4,5,4,4,4,4,5,5,4,3,4,4,5,4,5,4,5,4,5,5,5
"871",5,4,4,5,5,5,5,5,5,4,4,5,5,5,3,5,5,4,4,5,5,5,5,3,5,5,4,5,5,3,5,4,1,5,5,5,3,3,3,5,5,5,4,5,5,5,4,2,4,5,4,2,3,5,5,4,4,4,1,3
"872",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1
"873",3,2,3,1,1,2,1,1,3,1,2,1,1,2,2,3,3,3,2,4,2,2,2,3,1,3,1,1,1,1,2,1,2,1,1,3,2,1,3,2,1,1,1,2,1,1,2,2,1,2,1,3,2,2,2,3,2,2,1,1
"874",5,4,3,3,5,3,4,3,4,2,3,4,4,4,4,3,4,3,4,4,5,4,4,4,5,5,5,4,5,2,5,1,5,3,3,4,3,4,4,4,5,4,4,4,3,5,4,4,2,3,2,3,3,4,4,3,3,3,2,3
"875",1,1,3,2,2,3,1,1,5,1,1,3,2,1,2,1,2,4,2,3,2,4,3,4,1,3,1,2,4,1,3,1,2,1,3,3,3,1,1,1,3,3,1,2,1,3,1,5,1,1,2,4,3,3,3,4,2,4,1,3
"876",5,3,3,3,4,4,5,4,5,4,4,5,5,5,4,3,3,4,5,4,4,3,4,1,5,5,3,5,5,1,5,1,5,5,5,5,4,4,5,5,5,4,4,5,5,4,4,5,1,5,3,4,4,3,5,4,5,5,4,4
"877",4,1,4,3,5,4,5,4,5,3,1,5,1,3,4,1,3,4,3,3,4,4,4,5,5,5,5,3,5,1,3,1,5,2,4,5,5,3,5,2,5,3,5,3,2,5,2,1,5,5,2,3,1,5,5,4,5,4,2,3
"878",3,3,3,1,2,4,3,1,1,1,1,3,3,2,3,1,2,1,1,1,2,2,3,1,1,3,2,1,2,1,2,1,4,4,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,3,4,3,1,4,1,3
"879",2,1,1,3,3,4,1,3,4,3,3,4,3,3,3,3,3,4,4,5,3,3,3,4,1,3,4,4,4,1,3,1,4,4,4,5,4,3,3,1,4,3,3,3,3,1,1,5,3,3,3,3,4,3,4,3,5,5,1,3
"880",3,1,1,1,3,1,2,1,4,1,1,3,1,2,1,1,1,5,3,5,4,3,3,3,1,1,1,2,2,1,1,2,1,1,3,4,3,3,1,2,1,3,1,1,1,4,1,4,1,4,1,4,2,4,5,4,3,NA,1,3
"881",4,1,1,4,2,2,4,1,1,2,1,3,1,1,4,3,3,3,3,1,3,4,1,3,2,4,3,4,1,3,1,1,1,3,4,2,2,1,2,1,1,3,3,2,4,4,3,4,2,4,2,5,5,2,4,4,3,5,3,5
"882",2,1,3,1,3,3,3,2,4,2,2,3,1,1,2,3,1,2,2,4,2,3,3,2,1,3,2,3,3,2,1,1,3,1,2,4,2,1,3,1,3,2,2,2,2,3,2,4,1,4,1,1,4,3,3,3,3,3,1,3
"883",2,4,1,1,3,2,2,5,3,2,3,3,1,1,3,2,2,3,1,1,3,3,4,3,2,2,1,5,1,1,3,4,2,1,2,1,4,3,2,4,4,1,2,1,2,5,1,3,1,3,1,1,2,3,3,1,1,4,2,1
"884",3,2,2,1,2,2,4,4,4,3,3,3,1,2,2,2,1,2,3,2,3,2,2,3,3,3,2,3,2,3,2,4,3,2,2,3,2,2,2,3,1,2,1,3,1,3,1,2,2,3,1,2,2,2,1,2,2,2,1,2
"885",2,2,5,1,4,1,3,3,4,2,2,2,1,1,1,2,1,2,1,2,2,1,2,3,1,2,2,3,3,1,1,1,3,1,3,5,3,2,3,1,4,3,1,2,2,2,1,4,2,2,2,2,4,4,3,2,2,4,1,2
"886",1,3,3,4,4,2,1,1,4,3,2,4,2,2,3,5,2,3,4,5,2,1,3,4,1,3,1,4,4,1,2,1,2,1,4,5,3,1,4,3,4,4,2,3,1,5,2,1,3,1,1,1,3,4,4,3,3,3,1,3
"887",1,2,2,1,2,3,1,1,4,2,1,2,1,1,2,1,1,2,2,2,2,1,3,2,1,1,2,2,3,1,1,1,1,1,1,2,1,2,1,1,4,2,1,2,1,3,3,3,2,3,1,3,3,2,3,3,3,2,2,2
"888",5,4,5,4,5,5,5,3,5,5,5,5,3,5,5,5,3,4,5,4,4,5,4,5,5,4,5,5,5,4,4,4,3,4,4,5,5,3,5,4,5,4,5,4,1,5,4,5,3,5,2,3,3,5,5,4,4,3,2,4
"889",1,1,1,1,1,1,1,2,3,1,1,3,1,1,2,1,1,1,4,3,2,1,2,1,1,2,1,2,3,1,2,1,1,1,2,3,2,1,4,2,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890",5,3,5,5,5,5,3,5,5,3,1,5,3,5,5,3,5,1,3,5,5,5,5,5,5,5,4,5,5,3,5,5,1,4,5,5,5,5,5,3,1,3,4,3,1,5,1,3,1,4,2,4,4,5,4,4,4,4,1,5
