"","Q7","Q10","Q11","Q16","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q28","Q29","Q30","Q31","Q32","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q42","Q43","Q44","Q45","Q47","Q49","Q50","Q51","Q52","Q53","Q54","Q56","Q57","Q58","Q59","Q61","Q62","Q63","Q64","Q65","Q66","Q68","Q69","Q70","Q71","Q72","Q73","Q74","Q76","Q77","Q78","Q79","Q80","Q81","Q82"
"2723",5,3,4,3,1,4,5,5,5,3,2,2,3,3,3,1,1,2,1,1,3,1,5,5,2,1,1,4,3,2,1,2,4,3,1,1,3,5,1,3,4,1,2,3,3,5,3,5,5,4,5,5,3,5,5,5,5,5,2,4
"2724",1,1,1,4,5,1,1,1,1,1,1,4,1,1,4,3,3,4,1,5,3,1,4,3,1,4,2,4,1,1,1,1,2,4,1,5,3,4,1,1,1,1,1,3,1,5,3,3,4,3,1,4,4,5,5,4,5,3,3,3
"2725",5,3,5,4,4,4,5,5,5,4,4,4,2,3,5,2,4,4,3,5,5,5,5,5,3,4,4,4,4,2,4,3,5,4,3,5,5,5,3,3,3,4,4,3,3,5,3,5,4,5,2,5,4,5,5,5,4,4,3,4
"2726",5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,4,2,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,5,5,4,4,4,5,5,4,5,5,5,5,4,3,5,5,5,5,5,4,5
"2727",5,3,5,3,5,1,3,5,5,2,2,5,1,3,3,4,1,5,2,5,4,5,4,3,5,4,3,5,3,2,3,4,5,3,3,4,4,2,3,2,3,3,4,3,2,4,3,4,4,4,2,4,4,4,3,4,4,4,2,4
"2728",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1
"2729",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1
"2730",4,1,2,1,4,2,3,3,5,1,1,3,1,2,4,1,2,3,1,2,4,4,4,5,3,4,5,5,1,1,3,5,2,3,3,1,4,4,3,3,4,1,2,3,1,5,4,2,4,5,2,3,1,4,5,3,5,2,2,1
"2731",2,1,4,1,3,1,5,4,4,3,1,3,1,3,1,1,1,3,1,4,3,3,2,4,2,4,1,1,1,1,2,4,2,1,3,3,3,1,3,4,4,3,1,2,1,5,1,2,2,2,1,2,1,1,3,3,1,2,1,1
"2732",4,3,4,3,4,5,5,5,4,4,4,5,4,3,4,3,4,4,3,3,4,4,5,4,5,3,4,4,5,2,3,1,5,2,3,5,3,4,5,4,5,3,4,4,2,4,3,4,3,4,3,4,4,4,4,5,4,4,2,5
"2733",5,3,4,3,4,4,3,4,4,3,4,4,2,3,4,3,3,3,1,4,3,4,4,5,4,4,4,4,4,2,3,4,4,4,3,4,4,3,2,3,4,1,4,4,3,4,4,5,3,5,2,4,4,5,4,4,3,4,2,4
"2734",5,1,1,1,3,2,1,3,5,1,1,3,1,1,1,1,4,1,3,1,1,2,3,3,3,2,1,2,1,1,2,4,3,2,1,1,3,1,2,2,3,1,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2735",1,1,3,4,4,4,2,4,3,3,2,5,4,4,3,3,5,4,5,5,5,3,5,5,3,3,3,4,5,1,4,3,3,4,5,4,4,4,5,4,5,4,4,3,4,4,5,5,4,4,4,5,2,4,5,5,4,4,4,2
"2736",5,4,5,3,5,3,5,5,4,2,4,4,NA,3,3,3,4,3,2,5,3,4,5,3,5,3,2,NA,4,1,2,5,4,4,3,4,5,4,3,3,4,3,4,3,3,4,4,3,4,4,3,3,3,5,4,4,5,4,2,3
"2737",1,1,4,4,3,1,1,1,4,1,1,1,4,5,2,2,3,3,2,5,3,4,4,3,1,3,1,1,1,1,3,5,2,4,1,4,2,4,2,3,2,2,2,4,3,5,2,2,3,4,2,5,2,5,3,4,1,4,2,2
"2738",4,1,3,2,3,2,1,3,2,2,2,3,1,1,3,2,1,3,3,4,3,3,3,1,2,2,2,2,2,2,2,2,1,1,3,4,3,3,2,2,2,2,2,1,2,3,3,2,3,3,3,2,3,4,3,4,3,3,2,2
"2739",5,4,4,1,4,4,5,4,5,2,3,5,2,1,3,2,1,4,1,1,3,4,4,4,3,3,2,5,2,1,1,3,4,2,2,2,5,2,2,2,2,1,3,2,1,4,2,2,2,5,1,2,2,2,2,4,4,4,1,1
"2740",4,3,3,3,4,2,1,4,5,3,2,4,3,3,3,3,4,4,3,3,3,4,4,4,3,3,3,3,4,2,3,1,4,2,4,4,3,3,2,2,5,3,2,3,4,3,4,4,2,5,3,3,4,5,4,4,5,5,3,3
"2741",5,5,5,1,4,5,5,5,5,1,5,5,1,5,2,1,2,4,3,5,3,5,5,5,5,5,3,4,2,1,3,5,3,4,2,4,5,4,5,5,3,3,3,3,3,5,3,3,3,5,1,3,5,5,5,2,5,5,2,5
"2742",5,4,4,5,3,5,5,4,4,3,4,4,1,2,4,3,4,3,1,3,5,3,5,5,2,3,3,5,3,2,2,4,3,3,3,2,4,3,2,3,4,3,4,4,3,2,3,4,2,4,2,4,3,4,3,5,2,5,2,2
"2743",3,1,4,1,4,1,1,1,3,1,1,4,3,4,3,1,3,3,4,3,3,4,1,1,1,4,1,3,3,1,4,4,2,3,3,3,4,3,2,4,3,3,4,3,1,3,2,1,1,3,1,1,4,2,3,3,2,3,3,1
"2744",3,2,3,3,4,3,5,2,4,1,2,5,1,4,2,4,2,5,5,5,5,4,4,3,1,3,2,4,4,2,3,5,4,4,5,5,3,2,4,3,4,4,4,4,2,4,3,4,4,3,3,4,3,3,3,4,4,4,3,3
"2745",5,4,5,5,5,5,5,5,5,5,4,5,3,4,5,4,3,4,5,5,5,4,5,5,5,5,3,5,5,5,NA,5,3,5,4,5,5,5,5,NA,5,4,5,5,3,NA,4,5,NA,4,NA,4,5,4,3,5,5,5,2,4
"2746",1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2747",4,2,4,3,4,4,5,3,4,4,3,4,4,4,4,4,1,4,3,4,5,4,5,4,3,3,2,3,4,4,3,3,4,3,4,4,4,4,3,3,4,3,3,4,1,4,4,4,4,5,4,4,4,4,4,4,4,4,3,4
"2748",2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,3,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,2,2,1,1,3,1,1
"2749",2,2,4,3,3,4,5,5,5,2,5,5,4,4,3,2,2,1,3,4,5,5,4,5,4,2,3,4,5,1,4,4,2,4,5,4,4,1,5,4,4,4,5,4,5,4,4,3,4,5,1,3,3,4,4,2,5,4,2,1
"2750",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,3,1,2,1,3,3,1,1
"2751",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1
"2752",4,2,2,5,4,3,3,5,5,1,2,2,3,3,4,5,5,3,3,3,4,4,4,5,3,4,3,4,4,1,3,2,1,3,4,3,3,5,2,3,4,3,3,3,3,5,1,4,2,5,2,3,2,5,4,3,2,2,1,2
"2753",3,2,2,2,2,1,2,2,2,1,1,4,1,2,3,1,2,3,2,2,1,4,3,2,2,2,2,1,2,1,1,3,3,1,1,2,3,2,1,2,2,1,3,1,1,5,3,3,4,4,2,2,3,4,2,3,2,3,2,2
"2754",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1
"2755",5,1,5,5,5,5,5,5,5,5,3,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5,1,5,1,5,3,5,4,5,4,5,3,5,5,5,5,4,3,3
"2756",4,4,3,5,5,3,1,5,5,4,1,4,1,5,1,4,1,4,5,1,5,5,5,5,1,1,2,4,2,3,1,5,1,5,5,2,5,1,5,5,2,4,1,1,1,5,4,3,1,3,1,1,4,1,4,4,3,1,3,4
"2757",1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,2,4,1,2,1,1,1,1,1,1,2,2,1,2,1,1
"2758",1,1,1,1,3,1,1,1,4,3,1,2,2,3,1,1,1,3,1,5,3,1,4,3,4,1,1,3,5,2,2,3,1,3,3,4,1,1,4,1,5,3,1,5,1,3,1,4,2,4,1,1,3,3,3,1,1,3,1,1
"2759",1,1,2,1,1,3,1,1,5,1,1,3,1,2,1,2,2,1,2,5,2,3,5,5,3,3,2,4,1,1,2,4,1,1,2,3,4,5,4,1,3,3,1,2,1,5,5,2,2,5,3,4,3,3,4,4,2,4,2,3
"2760",5,3,4,3,5,3,4,4,5,1,1,4,4,4,4,4,1,2,5,4,4,3,4,4,5,4,4,3,5,1,4,2,4,3,4,4,4,3,5,4,4,4,4,4,3,5,2,4,2,4,2,5,4,3,4,5,1,4,2,4
"2761",5,4,5,5,5,5,3,5,5,2,3,5,4,4,3,3,4,5,3,5,4,4,5,5,5,4,4,5,3,2,4,5,5,5,3,5,5,5,4,5,2,3,5,4,5,5,4,3,3,5,3,4,1,3,4,4,5,4,2,3
"2762",2,1,3,4,3,4,1,4,2,1,1,4,1,1,1,2,1,2,1,4,2,2,3,1,4,2,1,3,1,1,1,3,3,3,3,4,4,4,2,1,1,1,4,1,1,5,4,1,2,5,1,1,2,5,4,4,1,3,2,3
"2763",5,2,3,1,3,2,4,1,5,4,2,4,2,3,2,2,4,4,4,3,3,4,2,4,2,4,2,3,5,3,3,5,1,4,3,3,4,5,5,3,5,2,3,2,5,5,3,1,3,5,2,4,1,5,5,4,3,3,1,1
"2764",5,5,5,5,5,4,5,5,4,5,3,5,1,5,5,4,3,5,5,5,5,5,5,4,3,5,5,4,5,1,5,5,5,5,4,5,5,4,5,3,5,5,5,4,5,5,4,5,4,5,4,5,5,5,5,5,3,5,2,5
"2765",4,1,2,2,3,3,2,1,5,2,2,5,2,3,4,3,3,4,2,4,3,4,4,5,1,NA,3,4,5,2,3,3,4,3,3,5,4,2,3,3,5,3,3,2,2,4,4,4,1,4,1,3,4,4,4,4,3,4,3,3
"2766",4,4,4,5,5,4,3,4,5,3,5,5,5,4,4,5,4,4,4,5,5,3,5,4,4,4,3,5,5,1,5,5,4,4,5,5,5,4,4,5,5,5,5,5,4,5,4,3,1,5,1,1,5,5,4,5,1,4,1,3
"2767",1,1,1,1,1,1,1,1,4,1,1,2,1,3,1,1,1,1,2,2,2,2,3,3,1,2,1,1,3,1,2,3,3,1,2,1,1,1,1,1,3,1,1,2,1,3,1,3,3,5,1,1,5,5,4,1,3,2,1,2
"2768",5,1,2,3,3,4,4,2,5,4,1,3,3,3,2,3,2,4,2,4,3,4,4,5,4,5,3,4,4,2,3,5,4,3,3,3,2,2,4,3,4,2,2,4,2,5,4,4,3,5,2,4,3,4,4,4,2,4,3,3
"2769",4,3,3,3,4,4,NA,4,5,3,3,4,4,4,2,2,3,3,3,3,3,4,5,2,2,4,3,3,3,1,3,1,4,3,4,4,4,3,3,4,3,4,2,3,1,5,2,2,2,4,3,4,2,1,3,4,4,4,1,1
"2770",4,1,1,1,5,4,2,5,1,1,1,4,1,3,3,1,1,3,2,1,3,1,5,5,4,2,1,3,5,1,3,1,1,1,3,3,4,2,4,3,4,2,1,4,1,5,1,3,1,3,1,2,2,5,4,2,5,3,1,3
"2771",4,1,1,1,3,3,1,1,3,3,1,3,1,1,3,1,2,3,3,3,1,1,3,3,1,3,2,3,1,1,1,3,2,1,1,3,2,1,1,1,1,1,1,1,1,3,1,2,2,2,1,1,2,1,1,1,3,3,1,2
"2772",5,3,5,5,5,4,5,5,5,3,4,5,5,5,4,5,3,5,2,5,5,5,5,5,2,5,4,5,4,3,5,5,4,5,4,4,5,3,3,4,5,1,5,5,4,5,3,5,5,4,3,5,5,5,5,5,5,5,3,5
"2773",4,1,5,4,5,3,4,5,5,3,1,3,3,4,4,2,5,2,1,4,3,4,5,5,5,3,1,3,5,1,NA,4,3,3,2,1,3,3,3,3,5,2,3,4,3,4,4,4,2,4,1,4,4,1,4,4,4,4,4,3
"2774",2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1
"2775",1,3,2,2,1,3,1,2,5,2,3,3,1,2,1,1,1,1,3,3,3,1,3,4,3,3,3,2,4,1,1,5,4,1,1,3,3,3,2,1,4,1,3,3,1,3,1,1,1,3,1,3,3,3,4,3,2,4,1,3
"2776",1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,2,3,1,1,1,1,2,1,1,1,1,3,1,3,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1
"2777",2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,2,2,3,2,2,1,3,1,2,2,1,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2778",5,5,5,3,5,4,1,5,5,3,3,4,1,4,1,1,1,3,2,5,3,4,5,5,5,4,4,5,3,2,2,1,5,3,3,5,4,5,4,4,2,2,3,5,1,5,4,3,3,5,3,5,1,5,5,5,5,4,3,3
"2779",4,3,1,2,1,1,1,1,1,2,1,3,2,2,1,2,2,2,3,3,3,1,3,1,2,3,2,2,3,2,2,1,4,1,3,2,2,1,3,1,2,3,2,2,1,4,1,4,2,1,1,2,2,3,3,3,2,3,1,4
"2780",4,3,4,3,4,4,1,1,4,2,1,4,2,3,3,2,3,4,4,5,3,4,4,5,3,3,4,4,5,1,3,4,2,3,4,4,5,3,4,4,4,3,2,2,3,4,2,4,3,5,3,4,3,4,4,4,4,4,2,3
"2781",5,1,1,1,4,2,4,3,4,1,3,4,2,2,1,1,1,3,4,4,1,4,2,2,3,1,2,1,1,1,2,1,1,1,4,3,3,1,3,1,1,1,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2782",5,3,5,3,5,5,5,5,5,4,4,5,1,3,5,5,2,4,4,5,NA,5,5,4,4,4,2,4,4,1,2,1,5,2,5,5,4,4,5,4,5,4,4,4,1,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5
"2783",1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2
"2784",3,3,5,2,3,2,4,5,5,3,1,5,5,4,1,4,3,5,5,5,3,2,5,5,5,3,2,4,5,2,3,3,5,3,5,5,3,4,4,4,5,5,3,4,4,4,3,3,1,4,1,5,3,4,4,5,3,4,3,3
"2785",5,3,4,3,3,3,5,5,5,3,2,3,2,3,3,3,1,4,1,3,3,3,4,5,4,3,1,3,2,2,2,3,5,2,2,2,4,4,2,3,5,2,1,4,4,4,4,2,2,4,1,3,3,2,4,2,1,3,3,3
"2786",2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,3,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,4,1,2,1,2,1,1,3,2,2,2,1,3,1,2
"2787",5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5
"2788",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1
"2789",2,1,1,3,1,3,3,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,3,1,1,3,1,1
"2790",4,2,5,3,3,4,5,1,5,1,3,3,1,4,3,1,3,3,1,3,3,3,3,1,2,4,3,5,1,1,3,4,1,2,3,2,3,4,2,3,1,2,3,2,1,2,2,2,1,4,1,1,3,4,3,2,1,3,2,1
"2791",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2792",3,1,1,2,1,4,4,1,4,2,1,1,1,2,4,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,3,1,3,1,3,4,1,3,3,2,1,1,3
"2793",1,1,3,2,3,1,3,1,2,3,1,2,2,2,1,1,2,3,1,2,3,2,2,3,2,2,1,2,2,1,3,3,3,2,1,1,2,3,1,2,1,1,2,1,1,4,1,3,2,4,1,1,2,2,3,1,3,3,1,1
"2794",1,2,5,5,2,5,3,1,5,2,3,4,4,1,2,2,5,5,3,5,5,5,4,5,5,5,4,3,4,3,3,5,4,4,4,5,3,1,4,1,4,2,5,5,5,4,4,1,1,4,1,3,4,1,5,2,1,5,4,2
"2795",4,4,5,5,3,3,4,1,4,1,5,3,3,3,3,1,4,2,1,3,1,3,3,3,4,3,2,4,1,1,4,1,4,1,3,3,3,1,2,4,1,1,NA,2,1,1,3,3,3,4,1,2,4,5,3,2,3,5,3,3
"2796",1,1,1,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
"2797",3,1,1,1,3,2,1,1,2,1,1,2,1,1,1,1,1,2,3,2,3,3,2,2,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,2,3,1,1,1,1,2,4,1,3,1,4,2,3,2,4,2,4,1,2
"2798",4,3,4,4,5,3,5,5,5,3,3,5,1,4,3,2,2,3,2,2,3,3,3,4,4,2,3,3,4,2,4,4,4,3,2,2,4,3,2,4,2,2,4,3,4,5,2,3,2,3,2,3,4,4,4,3,3,2,2,3
"2799",4,2,3,1,3,4,3,4,5,2,3,2,1,3,3,1,1,4,5,4,4,4,5,5,3,2,3,3,3,1,2,3,4,1,4,3,1,1,3,1,4,4,1,3,1,4,1,3,1,2,1,3,3,4,3,3,1,2,1,1
"2800",4,1,1,3,3,1,3,1,4,1,1,3,1,1,1,1,2,1,1,4,3,4,3,3,1,3,1,3,3,1,1,3,3,1,3,3,3,1,3,1,3,1,3,3,3,4,1,3,3,3,1,4,3,4,4,3,3,3,1,1
"2801",3,2,1,2,2,3,1,1,4,1,1,2,1,1,1,1,2,4,4,2,1,3,3,3,2,1,2,2,4,2,1,1,2,1,3,2,3,1,3,1,3,1,2,1,1,2,2,2,1,2,1,4,2,1,1,3,1,3,1,2
"2802",5,5,5,3,5,5,2,5,5,2,5,5,5,3,5,5,4,5,5,5,4,5,5,5,5,3,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,2,3,4,4,5,2,5,1,5,4,5,5,5,2,5,4,5
"2803",3,2,3,4,4,2,4,3,5,3,3,5,4,2,4,4,4,5,3,3,5,5,4,4,3,5,3,4,4,1,1,5,1,4,2,5,5,3,4,2,5,1,4,5,3,4,3,5,3,5,3,4,5,5,4,4,3,4,2,3
"2804",1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,2,1,4,1,4,1,1,1,2,1,1,1,1,1,4,1,1,1,3,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,4,1,1,4,4,3,4,1,1
"2805",1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1
"2806",1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,3,1,1,1
"2807",3,1,3,3,2,1,4,2,3,1,2,4,3,3,3,1,3,1,1,3,1,2,1,1,1,3,1,1,1,1,3,1,1,3,1,3,2,2,1,3,1,1,2,3,2,1,1,3,1,3,1,1,3,3,2,2,1,3,2,2
"2808",1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,2,2,2,2,1,2
"2809",5,1,5,4,4,1,1,3,5,4,4,4,5,5,3,1,2,4,5,4,5,5,5,5,5,3,1,4,5,1,1,1,1,5,5,2,4,5,5,4,5,4,3,5,3,4,5,4,5,5,3,5,1,5,5,3,4,1,2,3
"2810",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2811",4,2,3,3,2,2,2,1,2,4,3,2,1,3,2,1,3,3,4,4,2,4,3,1,3,4,2,2,4,2,2,1,4,1,3,2,1,1,3,3,3,3,1,3,1,2,1,3,2,1,1,2,4,2,3,2,2,3,1,1
"2812",3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2813",1,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,3,2,3,3,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,1,1,1,1,2,2,3,1,1
"2814",1,2,1,3,3,2,1,1,5,1,1,3,1,3,2,3,4,5,1,1,3,2,1,2,1,2,2,1,1,1,2,4,3,2,1,1,4,3,1,1,1,1,2,2,1,2,1,2,3,1,1,3,1,1,3,3,2,4,1,2
"2815",1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2
"2816",1,1,1,2,1,1,1,1,3,1,2,4,1,1,3,1,3,4,2,3,3,3,3,2,1,3,1,3,1,1,1,1,2,2,2,3,1,1,2,2,2,1,1,1,1,3,3,3,2,2,1,3,1,1,2,3,2,3,1,3
"2817",4,2,1,1,2,2,1,1,3,2,2,1,1,1,2,2,1,1,3,2,4,2,3,4,1,1,1,1,2,2,1,1,5,2,2,1,1,1,3,4,1,3,2,2,2,3,1,2,1,2,1,1,4,1,2,1,2,1,1,3
"2818",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2
"2819",1,1,1,2,1,1,1,1,4,1,1,2,2,1,2,1,1,1,1,1,1,3,2,1,1,1,3,2,1,1,1,2,3,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2
"2820",3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
"2821",1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,3,2,2,1,1,1,1,1,1,2,1,1,1,1,2,2,4,1,2,1,1,1,1,1,2,1,3,1,3
"2822",2,2,1,1,1,1,3,1,4,1,1,1,5,5,1,1,1,3,3,4,4,3,1,1,2,1,1,1,1,1,5,3,2,2,3,3,3,4,1,3,1,1,1,4,1,2,1,3,2,3,1,2,2,4,3,1,2,2,1,1
"2823",5,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"2824",2,1,1,2,1,2,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,3,1,1,1,2,2,1,2,2,1,2,1,2
"2825",1,1,1,2,1,1,2,1,4,1,1,1,1,1,3,1,3,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2826",1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2827",2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2828",4,4,4,3,3,1,4,3,4,3,4,4,2,4,4,3,4,4,4,5,4,5,4,5,3,4,4,4,5,3,3,2,5,4,4,4,5,3,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,3,4
"2829",1,3,1,1,5,3,1,3,1,1,1,5,1,1,1,3,4,4,1,3,3,1,4,1,1,3,1,1,1,1,1,1,4,3,1,3,1,4,5,1,1,1,3,1,1,3,3,5,1,5,1,4,1,5,5,3,5,5,3,1
"2830",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,1,1,2,1,1,1,1,1,3,1,2,1,1,1,3,4,1,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2831",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2832",3,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,2,3,1,1,2,1,1,1,1
